gene_id
GRM3
GRM7
GRM8
GRPR
GSK3A
GSK3B
GSR
GSTP1
GUCY1A2
GZMB
HCK
HCN4
HCRTR1
HDAC1
HDAC10
HDAC11
HDAC2
HDAC3
HDAC4
HDAC5
HDAC6
HDAC7
HDAC8
HDAC9
HDC
HEBP1
HGF
HIF1A
HIPK1
HIPK3
HMGCR
HMGCS1
HMOX1
HNF4A
HNMT
HPD
HPGD
HPGDS
HPSE
HRAS
HRH1
HRH2
HRH4
HSD11B1
HSD3B2
HSP90AA1
HSP90AB1
HSP90B1
HSPA8
HSPB1
HTR1B
HTR1D
HTR1E
HTR1F
HTR2A
HTR2B
HTR2C
HTR3A
HTR3B
HTR4
HTR7
HTT
ICAM1
ICAM3
IDE
IDH1
IDH2
IDI1
IDO1
IFNAR2
IFNG
IGF1
IGF1R
IGF2
IKBKB
IKBKE
IL10
IL12A
IL15
IL17RA
IL1A
IL1B
IL1R1
IL1R2
IL23A
IL2RA
IL2RB
IL2RG
IL4
IL4R
IL5
IL5RA
IL6
IL6R
IL6ST
ILK
IMPA1
IMPDH1
IMPDH2
INHBA
INPP5A
INPPL1
INSR
IRAK1
IRAK3
IRAK4
ISG15
ITGA2
ITGA2B
ITGA4
ITGA5
ITGAL
ITGAM
ITGAV
ITGB1
ITGB2
ITGB3
ITGB5
ITGB6
ITGB7
ITK
ITPKA
ITPKB
ITPR1
ITPR2
ITPR3
JAK1
JAK2
JAK3
JUN
KAT2B
KAT5
KAT8
KCNA1
KCNA2
KCNA3
KCNA4
KCNA5
KCNA6
KCNA7
KCNB1
KCNC1
KCNC2
KCNC3
KCNC4
KCND1
KCND2
KCND3
KCNF1
KCNG1
KCNG2
KCNG3
KCNH1
KCNH2
KCNH3
KCNH4
KCNH5
KCNH6
KCNH7
KCNH8
KCNJ10
KCNJ11
KCNJ12
KCNJ14
KCNJ2
KCNJ5
KCNK13
KCNK3
KCNK9
KCNN1
KCNN2
KCNN4
KCNQ1
KCNQ2
KCNQ3
KCNQ4
KCNQ5
KCNS1
KCNS2
KCNS3
KCNV2
KDM1A
KDM2A
KDM3A
KDM4A
KDM4C
KDM4E
KDM5A
KDM5B
KDM5C
KDM6A
KDM6B
KDM7A
KDR
KEAP1
KIF11
KIR2DL3
KIT
KLK1
KLK14
KLK2
KLK3
KLK4
KLK5
KLK6
KLK7
KLKB1
KMO
KRAS
LAP3
LATS2
LCK
LGMN
LIMK1
LIMK2
LINGO1
LIPE
LIPF
LIPG
LNPEP
LOXL2
LPAR1
LPAR2
LPAR3
LPAR4
LPAR5
LRRK2
LSS
LTA
LTA4H
LTB
LTB4R
LTB4R2
LTC4S
LTK
LVRN
LY96
LYN
MADCAM1
MAG
MAOA
MAOB
MAP2K1
MAP2K2
MAP2K3
MAP2K4
MAP2K5
MAP2K6
MAP2K7
MAP3K1
MAP3K10
MAP3K11
MAP3K12
MAP3K13
MAP3K19
MAP3K2
MAP3K3
MAP3K5
MAP3K6
MAP3K7
MAP3K8
MAP3K9
MAP4K2
MAP4K3
MAP4K4
MAPK1
MAPK10
MAPK11
MAPK12
MAPK13
MAPK14
MAPK15
MAPK3
MAPK7
MAPK8
MAPK9
MAPKAP1
MAPKAPK2
MAPKAPK3
MAPKAPK5
MARK1
MARK3
MAST3
MBTPS1
MC1R
MC4R
MCHR1
MCHR2
MCL1
MDM2
MELK
MERTK
MET
METAP1
METAP1D
METAP2
MGA
MGAM
MGLL
MINK1
MIP
MKNK1
MKNK2
MLKL
MLNR
MLST8
MLYCD
MME
MMP1
MMP10
MMP11
MMP13
MMP14
MMP15
MMP16
MMP17
MMP2
MMP25
MMP3
MMP7
MMP8
MMP9
MPI
MPO
MS4A1
MSLN
MST1R
MSTN
MTNR1A
MTOR
MTTP
MUSK
MVK
MYLK
MYLK2
NAAA
NAE1
NAMPT
NAT1
NCOA1
NCSTN
NDUFA1
NDUFA10
NDUFA11
NDUFA12
NDUFA13
NDUFA2
NDUFA3
NDUFA4
NDUFA4L2
NDUFA5
NDUFA6
NDUFA7
NDUFA8
NDUFA9
NDUFAB1
NDUFAF1
NDUFAF2
NDUFAF3
NDUFAF4
NDUFB1
NDUFB10
NDUFB11
NDUFB2
NDUFB3
NDUFB4
NDUFB5
NDUFB6
NDUFB7
NDUFB8
NDUFB9
NDUFC1
NDUFC2
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS5
NDUFS6
NDUFS7
NDUFS8
NDUFV1
NDUFV2
NDUFV3
NEK1
NEK11
NEK2
NEK3
NEK6
NEK7
NFKB2
NGF
NGFR
NLK
NLRP3
NMBR
NMUR2
NOD1
NOD2
NOS1
NOS2
NOTCH1
NOTCH2
NOTCH3
NOTCH4
NPC1L1
NPEPL1
NPEPPS
NPR2
NPR3
NPY1R
NPY2R
NPY5R
NR1D1
NR1D2
NR1H2
NR1H3
NR1H4
NR1I3
NR3C1
NR3C2
NRAS
NRP1
NT5E
NTRK1
NTRK2
NTRK3
NTSR1
NUAK1
NUCB1
ODC1
OPRD1
OPRK1
OPRL1
OPRM1
OSGIN2
OXER1
OXSR1
OXTR
P2RX1
P2RX2
P2RX3
P2RX7
P2RY1
P2RY10
P2RY11
P2RY12
P2RY13
P2RY14
P2RY2
P2RY4
P2RY6
P4HB
P4HTM
PADI1
PADI3
PADI4
PAH
PAK1
PAK2
PAK3
PAK4
PAK6
PANX1
PARP1
PARP2
PARP3
PASK
PBK
PBRM1
PCSK1
PCSK2
PCSK4
PCSK5
PCSK7
PCSK9
PDCD1
PDE10A
PDE11A
PDE1A
PDE1B
PDE1C
PDE2A
PDE3A
PDE3B
PDE4A
PDE4B
PDE4C
PDE4D
PDE5A
PDE6A
PDE6B
PDE6C
PDE6D
PDE6G
PDE7A
PDE7B
PDE8A
PDE8B
PDE9A
PDGFA
PDGFB
PDGFC
PDGFD
PDGFRA
PDGFRB
PDK1
PDK2
PDK3
PDK4
PDPK1
PFKFB3
PGA5
PGC
PGF
PGR
PHF8
PHKG1
PHKG2
PI4K2A
PI4K2B
PI4KA
PI4KB
PIK3C2A
PIK3C2B
PIK3C2G
PIK3C3
PIK3CA
PIK3CB
PIK3CD
PIK3CG
PIK3R1
PIK3R2
PIK3R3
PIK3R4
PIK3R5
PIM1
PIM2
PIM3
PIP5K1A
PKMYT1
PKN1
PKN2
PKN3
PLA2G10
PLA2G1B
PLA2G2A
PLA2G4A
PLA2G5
PLA2G7
PLAT
PLAU
PLCG2
PLD1
PLD2
PLG
PLK1
PLK2
PLK3
PLK4
PMVK
PNMT
PNP
POLA1
POLD1
POLE
PPARA
PPARD
PPARG
PPAT
PPIA
PPME1
PRCP
PREP
PRKACA
PRKACB
PRKACG
PRKAR2B
PRKCA
PRKCB
PRKCD
PRKCE
PRKCG
PRKCH
PRKCI
PRKCQ
PRKCZ
PRKD1
PRKD2
PRKD3
PRKG1
PRKG2
PRKX
PRMT1
PRMT3
PRMT5
PRMT6
PRMT7
PRMT8
PROC
PROKR1
PROKR2
PRRT2
PRSS1
PRSS3
PRSS8
PRTN3
PSEN1
PSEN2
PSENEN
PSMA1
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMA7
PSMA8
PSMB1
PSMB10
PSMB11
PSMB2
PSMB3
PSMB4
PSMB5
PSMB6
PSMB7
PSMB8
PSMB9
PSMC1
PSMC2
PSMC3
PSMC3IP
PSMC4
PSMC5
PSMC6
PSMD1
PSMD10
PSMD11
PSMD12
PSMD13
PSMD14
PSMD2
PSMD3
PSMD4
PSMD5
PSMD6
PSMD7
PSMD8
PSMD9
PSME1
PSME2
PSME3
PSME4
PSMF1
PTAFR
PTCH1
PTEN
PTGDR
PTGDR2
PTGER1
PTGER2
PTGER3
PTGER4
PTGFR
PTGIR
PTGIS
PTGS1
PTGS2
PTH2R
PTHLH
PTK2
PTK2B
PTK6
PTPN6
PTPRF
PTPRG
PTPRM
PTPRS
PYGB
QPCT
QRFPR
RAB27A
RAF1
RAMP3
RAPGEF3
RAPGEF4
RARA
RARB
RARG
RBBP9
RBP4
RBX1
RCE1
REN
RET
RHD
RICTOR
RIPK1
RIPK2
RNPEP
ROCK1
ROCK2
RORB
RORC
ROS1
RPS6KA1
RPS6KA2
RPS6KA3
RPS6KA4
RPS6KA5
RPS6KA6
RPS6KB1
RPS6KB2
RPTOR
RRM1
RRM2
RRM2B
RTN4
RXFP1
RXFP4
RXRA
RXRB
RYR1
RYR2
RYR3
S1PR1
S1PR2
S1PR3
SCN11A
SCN1A
SCN2A
SCN3A
SCN4A
SCN5A
SCN7A
SCN8A
SCN9A
SCNN1A
SCNN1B
SCNN1G
SCTR
SELE
SELL
SELP
SENP1
SENP8
SERPINA1
SERPINA3
SERPINC1
SERPINE1
SERPINF1
SETD2
SETD7
SGK1
SGK2
SGK3
SGMS1
SGMS2
SGPL1
SIGMAR1
SIK1
SIK2
SIK3
SIRT1
SIRT2
SIRT3
SIRT5
SIRT6
SLAMF7
SLC10A1
SLC11A2
SLC12A1
SLC12A2
SLC12A3
SLC12A4
SLC12A6
SLC12A7
SLC15A2
SLC16A1
SLC16A7
SLC17A9
SLC18A1
SLC18A2
SLC19A1
SLC1A2
SLC1A3
SLC1A5
SLC1A6
SLC1A7
SLC22A1
SLC22A11
SLC22A2
SLC23A1
SLC25A1
SLC25A4
SLC27A1
SLC28A2
SLC28A3
SLC29A1
SLC29A4
SLC36A1
SLC44A1
SLC47A1
SLC5A1
SLC5A11
SLC5A2
SLC5A3
SLC5A7
SLC5A8
SLC6A1
SLC6A12
SLC6A14
SLC6A15
SLC6A19
SLC6A2
SLC6A3
SLC6A4
SLC6A9
SLC7A5
SLC8A3
SLC9A3
SLC9A5
SLCO1A2
SLCO1B3
SLCO1C1
SLK
SMARCA4
SMG1
SMO
SMPD4
SMYD2
SNAP25
SNCA
SOST
SPHK1
SPHK2
SPP1
SPR
SPTLC2
SPTLC3
SQLE
SRC
SRD5A1
SRD5A3
SRMS
SRPK1
SRPK2
SRPK3
SSTR1
SSTR2
SSTR3
SSTR5
ST14
STAT1
STAT3
STK10
STK16
STK17A
STK24
STK3
STK31
STK32B
STK33
STK36
STK38L
STK4
STS
SUCNR1
SUV39H1
SV2A
SYK
TACR1
TACR2
TACR3
TAF1
TAOK1
TAOK3
TAP2
TASP1
TBK1
TBXA2R
TBXAS1
TDO2
TEC
TEK
TEP1
TERT
TESK1
TESK2
TGFB1
TGFB2
TGFB3
TGFBR1
TGFBR2
TGM2
TH
THRA
TIE1
TLR4
TLR7
TLR8
TLR9
TMPRSS11D
TMPRSS2
TMPRSS6
TNF
TNFRSF4
TNFRSF8
TNFSF11
TNFSF13
TNFSF13B
TNFSF14
TNFSF4
TNIK
TNK1
TNK2
TOP1
TOP1MT
TOP2A
TOP2B
TP53
TPH1
TPO
TPP2
TPSAB1
TPX2
TRAP1
TRIM24
TRPA1
TRPV1
TRPV3
TRPV4
TTK
TUBA1A
TUBA1B
TUBA1C
TUBA3D
TUBA3E
TUBA4A
TUBB
TUBB1
TUBB2A
TUBB2B
TUBB3
TUBB4B
TUBB6
TUBB8
TXK
TXN
TXNRD1
TYK2
TYMP
TYMS
TYRO3
UBA3
UCHL1
UCHL3
UGCG
ULK1
ULK3
USP1
USP14
USP5
VAMP2
VDR
VEGFA
VEGFB
VEGFC
VIPR1
VIPR2
VKORC1
VWF
WDR5
WEE1
WNK1
WNK3
XDH
XIAP
XPNPEP1
XPNPEP2
XPNPEP3
XPO1
YES1
ZACN
ZAP70
AARS
ALG2
ATP6AP1
ATP6V0C
BANF1
CCT2
CIAO1
COPS6
CSE1L
CSNK2B
CSTF1
DHDDS
DHX15
ECT2
EIF5
EIF6
FARSA
FBL
GPN2
GPN3
HCFC1
HEATR1
HNRNPK
HSPA5
ICE1
IGBP1
KARS
KPNB1
MAT2A
MRPL34
MRPL45
NARS
NDC80
NOL9
NRF1
NUP85
PDRG1
PMPCA
POLR1B
POLR2C
POLR2L
POLR3A
POLR3H
POLR3K
PPWD1
PRPF6
PTPMT1
RAD51
RAN
RFC3
RFC4
RPL11
RPL18
RPL18A
RPL27A
RPL3
RPL35
RPL37A
RPL4
RPS11
RPS8
RPS9
RUVBL1
RUVBL2
SHQ1
SMC3
SOD1
SPATA5
SPATA5L1
SPC24
SRP72
SUPV3L1
TBCD
THOC5
TMEM199
TUBG1
U2AF2
UBA1
UPF1
UTP20
VARS
VPS25
WDR74
WDR75
YARS
YARS2
